Date,Open,High,Low,Close,Adj Close,Volume
1977-11-29,7.046875,7.046875,6.84375,6.84375,2.919347,658400
1977-11-30,6.84375,6.890625,6.8125,6.859375,2.926013,476800
1977-12-1,6.859375,6.859375,6.765625,6.78125,2.892686,529600
1977-12-2,6.78125,6.8125,6.6875,6.734375,2.872691,400800
1977-12-5,6.734375,6.765625,6.71875,6.75,2.879355,352800
1977-12-6,6.71875,6.71875,6.5625,6.578125,2.806039,844000
1977-12-7,6.578125,6.609375,6.546875,6.59375,2.812705,633600
1977-12-8,6.625,6.734375,6.625,6.671875,2.846029,1095200
1977-12-9,6.6875,6.796875,6.6875,6.796875,2.899352,796800
1977-12-12,6.796875,6.84375,6.78125,6.8125,2.906017,895200
1977-12-13,6.78125,6.78125,6.71875,6.75,2.879355,372000
1977-12-14,6.75,6.765625,6.6875,6.75,2.879355,687200
1977-12-15,6.75,6.796875,6.71875,6.71875,2.866024,281600
1977-12-16,6.71875,6.734375,6.703125,6.703125,2.859361,331200
1977-12-19,6.703125,6.71875,6.640625,6.6875,2.852695,288000
1977-12-20,6.671875,6.671875,6.625,6.65625,2.839366,950400
1977-12-21,6.65625,6.6875,6.609375,6.65625,2.839366,332800
1977-12-22,6.6875,6.75,6.6875,6.75,2.879355,453600
1977-12-23,6.75,6.796875,6.75,6.796875,2.899352,295200
1977-12-27,6.796875,6.828125,6.765625,6.8125,2.906017,503200
1977-12-28,6.8125,6.859375,6.78125,6.859375,2.926013,239200
1977-12-29,6.859375,6.890625,6.828125,6.875,2.932676,488800
1977-12-30,6.859375,6.859375,6.84375,6.859375,2.926013,356800
1978-1-3,6.84375,6.84375,6.71875,6.71875,2.866024,908800
1978-1-4,6.71875,6.796875,6.671875,6.734375,2.872691,354400
1978-1-5,6.734375,6.828125,6.65625,6.65625,2.839366,976800
1978-1-6,6.65625,6.6875,6.53125,6.5625,2.799374,618400
1978-1-9,6.546875,6.546875,6.46875,6.515625,2.779379,589600
1978-1-10,6.515625,6.546875,6.484375,6.515625,2.779379,374400
1978-1-11,6.515625,6.5625,6.5,6.53125,2.786045,341600
1978-1-12,6.53125,6.625,6.53125,6.546875,2.79271,387200
1978-1-13,6.546875,6.609375,6.546875,6.5625,2.799374,321600
1978-1-16,6.546875,6.546875,6.484375,6.515625,2.779379,484800
1978-1-17,6.515625,6.59375,6.515625,6.578125,2.806039,279200
1978-1-18,6.578125,6.65625,6.546875,6.625,2.826035,712000
1978-1-19,6.625,6.625,6.5,6.53125,2.786045,214400
1978-1-20,6.53125,6.53125,6.421875,6.4375,2.746053,152000
1978-1-23,6.4375,6.453125,6.21875,6.296875,2.686067,1069600
1978-1-24,6.296875,6.328125,6.234375,6.28125,2.6794,688000
1978-1-25,6.28125,6.359375,6.25,6.296875,2.686067,339200
1978-1-26,6.296875,6.328125,6.203125,6.21875,2.65274,794400
1978-1-27,6.171875,6.171875,6.125,6.15625,2.626079,714400
1978-1-30,6.171875,6.234375,6.171875,6.203125,2.646075,656800
1978-1-31,6.203125,6.25,6.140625,6.1875,2.63941,575200
1978-2-1,6.1875,6.28125,6.1875,6.28125,2.6794,499200
1978-2-2,6.28125,6.328125,6.25,6.28125,2.6794,469600
1978-2-3,6.28125,6.296875,6.234375,6.25,2.666071,617600
1978-2-6,6.25,6.25,6.203125,6.25,2.666071,237600
1978-2-7,6.25,6.3125,6.25,6.3125,2.692732,276800
1978-2-8,6.3125,6.3125,6.25,6.25,2.666071,225600
1978-2-9,6.25,6.28125,6.21875,6.25,2.666071,398400
1978-2-10,6.25,6.296875,6.234375,6.28125,2.6794,351200
1978-2-13,6.28125,6.28125,6.234375,6.28125,2.6794,316800
1978-2-14,6.265625,6.265625,6.21875,6.234375,2.659407,217600
1978-2-15,6.234375,6.265625,6.21875,6.25,2.666071,252000
1978-2-16,6.234375,6.234375,6.171875,6.203125,2.646075,523200
1978-2-17,6.203125,6.234375,6.203125,6.203125,2.646075,407200
1978-2-21,6.203125,6.21875,6.15625,6.21875,2.65274,639200
1978-2-22,6.21875,6.21875,6.1875,6.1875,2.63941,288800
1978-2-23,6.1875,6.1875,6.140625,6.171875,2.632745,458400
1978-2-24,6.171875,6.25,6.15625,6.234375,2.659407,548800
1978-2-27,6.234375,6.296875,6.21875,6.234375,2.659407,149600
1978-2-28,6.1875,6.1875,6.15625,6.15625,2.626079,303200
1978-3-1,6.15625,6.203125,6.140625,6.171875,2.632745,380800
1978-3-2,6.171875,6.203125,6.140625,6.1875,2.63941,394400
1978-3-3,6.1875,6.1875,6.09375,6.109375,2.606083,378400
1978-3-6,6.109375,6.109375,5.96875,6.03125,2.572758,535200
1978-3-7,6.03125,6.0625,6.015625,6.015625,2.566093,333600
1978-3-8,6.015625,6.09375,6.015625,6.09375,2.599418,335200
1978-3-9,6.09375,6.09375,6.03125,6.03125,2.572758,845600
1978-3-10,6.046875,6.09375,6.046875,6.0625,2.58609,1061600
1978-3-13,6.0625,6.140625,6.046875,6.046875,2.579424,944000
1978-3-14,6.046875,6.0625,5.984375,6.0625,2.58609,681600
1978-3-15,6.0625,6.0625,5.9375,5.953125,2.539433,454400
1978-3-16,5.953125,5.96875,5.84375,5.875,2.506105,647200
1978-3-17,5.890625,5.96875,5.890625,5.9375,2.532768,918400
1978-3-20,5.9375,5.984375,5.9375,5.96875,2.546098,756800
1978-3-21,5.96875,6,5.875,5.890625,2.512772,344800
1978-3-22,5.890625,5.90625,5.8125,5.84375,2.492776,852800
1978-3-23,5.78125,5.78125,5.671875,5.703125,2.432789,1584800
1978-3-27,5.703125,5.734375,5.671875,5.734375,2.44612,484800
1978-3-28,5.734375,5.78125,5.734375,5.78125,2.466117,446400
1978-3-29,5.78125,5.859375,5.78125,5.828125,2.48611,1236800
1978-3-30,5.828125,5.9375,5.8125,5.875,2.506105,497600
1978-3-31,5.875,5.921875,5.84375,5.921875,2.526101,796800
1978-4-3,5.90625,5.90625,5.84375,5.875,2.506105,314400
1978-4-4,5.875,5.96875,5.875,5.953125,2.539433,504800
1978-4-5,5.953125,6.03125,5.921875,6,2.559427,656000
1978-4-6,6.015625,6.109375,6.015625,6.015625,2.566093,1337600
1978-4-7,6.015625,6.078125,6.015625,6.078125,2.592752,637600
1978-4-10,6.078125,6.09375,6.046875,6.078125,2.592752,735200
1978-4-11,6.078125,6.109375,6.046875,6.09375,2.599418,570400
1978-4-12,6.109375,6.1875,6.109375,6.15625,2.626079,957600
1978-4-13,6.15625,6.21875,6.140625,6.1875,2.63941,988800
1978-4-14,6.3125,6.46875,6.3125,6.453125,2.752718,1792800
1978-4-17,6.6875,6.9375,6.6875,6.71875,2.866024,1985600
1978-4-18,6.65625,6.65625,6.4375,6.5,2.772713,3071200
1978-4-19,6.5,6.53125,6.40625,6.484375,2.766048,1105600
1978-4-20,6.515625,6.59375,6.515625,6.53125,2.786045,800000
1978-4-21,6.53125,6.546875,6.484375,6.53125,2.786045,464800
1978-4-24,6.53125,6.71875,6.53125,6.6875,2.852695,1004800
1978-4-25,6.8125,6.90625,6.8125,6.84375,2.919347,1956800
1978-4-26,6.84375,7,6.828125,6.890625,2.939342,1598400
1978-4-27,6.890625,6.984375,6.84375,6.875,2.932676,1543200
1978-4-28,6.875,6.9375,6.875,6.921875,2.952674,465600
1978-5-1,6.921875,6.921875,6.84375,6.890625,2.939342,407200
1978-5-2,6.890625,6.90625,6.765625,6.78125,2.892686,1020000
1978-5-3,6.78125,6.78125,6.703125,6.71875,2.866024,446400
1978-5-4,6.71875,6.734375,6.578125,6.71875,2.866024,611200
1978-5-5,6.71875,6.890625,6.6875,6.765625,2.886022,643200
1978-5-8,6.765625,6.859375,6.71875,6.734375,2.872691,293600
1978-5-9,6.734375,6.78125,6.71875,6.765625,2.886022,528800
1978-5-10,6.765625,6.8125,6.71875,6.734375,2.872691,500000
1978-5-11,6.734375,6.9375,6.734375,6.921875,2.952674,769600
1978-5-12,6.9375,7.125,6.9375,7.125,3.039321,1679200
1978-5-15,7.125,7.25,7.125,7.21875,3.079311,1340800
1978-5-16,7.265625,7.359375,7.265625,7.359375,3.1393,1018400
1978-5-17,7.359375,7.40625,7.34375,7.375,3.145963,1345600
1978-5-18,7.375,7.375,7.21875,7.21875,3.079311,986400
1978-5-19,7.21875,7.28125,7.125,7.265625,3.099307,728000
1978-5-22,7.265625,7.265625,7.21875,7.25,3.092642,492800
1978-5-23,7.234375,7.234375,7.109375,7.125,3.039321,949600
1978-5-24,7.078125,7.078125,6.96875,7.015625,2.992664,1348800
1978-5-25,7.015625,7.046875,6.875,6.90625,2.946007,672800
1978-5-26,6.90625,6.90625,6.828125,6.859375,2.926013,416000
1978-5-30,6.859375,6.90625,6.84375,6.875,2.932676,180800
1978-5-31,6.921875,7.015625,6.921875,6.953125,2.966004,556800
1978-6-1,6.953125,7.015625,6.953125,6.984375,2.979333,350400
1978-6-2,7,7.09375,7,7.078125,3.019326,496800
1978-6-5,7.15625,7.265625,7.15625,7.25,3.092642,1047200
1978-6-6,7.28125,7.4375,7.28125,7.28125,3.105973,1310400
1978-6-7,7.25,7.25,7.140625,7.171875,3.059315,689600
1978-6-8,7.171875,7.25,7.125,7.171875,3.059315,646400
1978-6-9,7.171875,7.21875,7.125,7.15625,3.052652,377600
1978-6-12,7.15625,7.203125,7.15625,7.171875,3.059315,233600
1978-6-13,7.171875,7.171875,7.078125,7.171875,3.059315,320000
1978-6-14,7.1875,7.25,7.1875,7.21875,3.079311,628000
1978-6-15,7.21875,7.21875,7.09375,7.140625,3.045985,399200
1978-6-16,7.140625,7.171875,7.015625,7.03125,2.999329,472800
1978-6-19,7.03125,7.046875,6.953125,6.96875,2.972667,400800
1978-6-20,6.96875,6.984375,6.8125,6.828125,2.912683,586400
1978-6-21,6.828125,6.84375,6.765625,6.765625,2.886022,664000
1978-6-22,6.765625,6.90625,6.765625,6.90625,2.946007,523200
1978-6-23,6.90625,6.9375,6.828125,6.875,2.932676,463200
1978-6-26,6.84375,6.84375,6.703125,6.71875,2.866024,356000
1978-6-27,6.71875,6.828125,6.671875,6.828125,2.912683,643200
1978-6-28,6.828125,6.921875,6.8125,6.921875,2.952674,293600
1978-6-29,6.921875,6.984375,6.890625,6.96875,2.972667,313600
1978-6-30,6.96875,6.984375,6.90625,6.984375,2.979333,318400
1978-7-3,6.96875,6.96875,6.890625,6.9375,2.959339,216000
1978-7-5,6.9375,6.9375,6.875,6.875,2.932676,425600
1978-7-6,6.875,6.90625,6.859375,6.90625,2.946007,472800
1978-7-7,6.90625,7.0625,6.90625,7.03125,2.999329,1021600
1978-7-10,7.03125,7.15625,7.03125,7.15625,3.052652,452800
1978-7-11,7.15625,7.328125,7.15625,7.3125,3.119304,673600
1978-7-12,7.3125,7.359375,7.3125,7.328125,3.125968,1196800
1978-7-13,7.296875,7.296875,7.21875,7.28125,3.105973,303200
1978-7-14,7.265625,7.265625,7.1875,7.25,3.092642,787200
1978-7-17,7.25,7.34375,7.25,7.25,3.092642,890400
1978-7-18,7.234375,7.234375,7.125,7.15625,3.052652,277600
1978-7-19,7.203125,7.34375,7.203125,7.328125,3.125968,1172000
1978-7-20,7.328125,7.34375,7.25,7.3125,3.119304,625600
1978-7-21,7.28125,7.28125,7.09375,7.171875,3.059315,658400
1978-7-24,7.15625,7.15625,7.046875,7.15625,3.052652,385600
1978-7-25,7.15625,7.1875,7.03125,7.1875,3.065981,647200
1978-7-26,7.1875,7.28125,7.171875,7.234375,3.085976,951200
1978-7-27,7.234375,7.34375,7.21875,7.3125,3.119304,400800
1978-7-28,7.3125,7.390625,7.265625,7.375,3.145963,367200
1978-7-31,7.375,7.484375,7.328125,7.46875,3.185953,844800
1978-8-1,7.46875,7.53125,7.390625,7.46875,3.185953,806400
1978-8-2,7.46875,7.65625,7.46875,7.640625,3.25927,1709600
1978-8-3,7.6875,7.90625,7.6875,7.765625,3.312594,1523200
1978-8-4,7.765625,7.8125,7.671875,7.765625,3.312594,1592800
1978-8-7,7.765625,7.796875,7.671875,7.6875,3.279266,714400
1978-8-8,7.6875,7.6875,7.5625,7.671875,3.2726,622400
1978-8-9,7.6875,7.765625,7.6875,7.734375,3.299263,1155200
1978-8-10,7.734375,7.75,7.6875,7.6875,3.279266,725600
1978-8-11,7.6875,7.734375,7.65625,7.6875,3.279266,658400
1978-8-14,7.6875,7.71875,7.625,7.6875,3.279266,596800
1978-8-15,7.671875,7.671875,7.625,7.65625,3.265937,488000
1978-8-16,7.671875,7.734375,7.671875,7.71875,3.292598,746400
1978-8-17,7.71875,7.75,7.625,7.65625,3.265937,787200
1978-8-18,7.65625,7.65625,7.5,7.5,3.199285,424800
1978-8-21,7.5,7.53125,7.34375,7.359375,3.1393,650400
1978-8-22,7.359375,7.5,7.34375,7.484375,3.192617,584000
1978-8-23,7.53125,7.625,7.53125,7.5625,3.225945,884800
1978-8-24,7.5625,7.65625,7.53125,7.625,3.252605,703200
1978-8-25,7.625,7.671875,7.5625,7.609375,3.245942,540000
1978-8-28,7.609375,7.625,7.453125,7.515625,3.20595,354400
1978-8-29,7.5,7.5,7.40625,7.46875,3.185953,546400
1978-8-30,7.46875,7.5,7.453125,7.453125,3.179288,243200
1978-8-31,7.453125,7.53125,7.4375,7.5,3.199285,478400
1978-9-1,7.5,7.640625,7.5,7.5625,3.225945,1036800
1978-9-5,7.5625,7.6875,7.5625,7.6875,3.279266,1045600
1978-9-6,7.6875,7.734375,7.671875,7.703125,3.285931,902400
1978-9-7,7.734375,7.828125,7.734375,7.796875,3.325924,738400
1978-9-8,7.84375,8,7.84375,8,3.41257,1243200
1978-9-11,8.015625,8.078125,8.015625,8.015625,3.419235,1004800
1978-9-12,8.015625,8.0625,8.015625,8.046875,3.432566,620000
1978-9-13,8.046875,8.125,8.015625,8.046875,3.432566,548000
1978-9-14,8.046875,8.0625,7.875,7.875,3.359247,1092000
1978-9-15,7.875,7.921875,7.8125,7.84375,3.34592,700800
1978-9-18,7.84375,7.875,7.734375,7.84375,3.34592,380000
1978-9-19,7.8125,7.8125,7.5625,7.59375,3.239276,802400
1978-9-20,7.59375,7.703125,7.46875,7.484375,3.192617,471200
1978-9-21,7.484375,7.5,7.34375,7.40625,3.159292,817600
1978-9-22,7.40625,7.5,7.359375,7.484375,3.192617,385600
1978-9-25,7.4375,7.4375,7.40625,7.4375,3.172625,188000
1978-9-26,7.4375,7.484375,7.40625,7.453125,3.179288,433600
1978-9-27,7.453125,7.5,7.390625,7.390625,3.15263,412000
1978-9-28,7.3125,7.3125,7.25,7.3125,3.119304,594400
1978-9-29,7.3125,7.375,7.296875,7.359375,3.1393,332800
1978-10-2,7.359375,7.359375,7.21875,7.28125,3.105973,658400
1978-10-3,7.28125,7.3125,7.171875,7.171875,3.059315,265600
1978-10-4,7.171875,7.203125,7.109375,7.171875,3.059315,236800
1978-10-5,7.171875,7.265625,7.171875,7.21875,3.079311,292000
1978-10-6,7.21875,7.234375,7.15625,7.234375,3.085976,314400
1978-10-9,7.234375,7.375,7.21875,7.359375,3.1393,308000
1978-10-10,7.359375,7.53125,7.3125,7.4375,3.172625,585600
1978-10-11,7.4375,7.703125,7.390625,7.671875,3.2726,700800
1978-10-12,7.671875,7.671875,7.5,7.5,3.199285,596000
1978-10-13,7.5,7.53125,7.453125,7.5,3.199285,247200
1978-10-16,7.46875,7.46875,7.296875,7.3125,3.119304,592800
1978-10-17,7.3125,7.34375,7.25,7.25,3.092642,413600
1978-10-18,7.25,7.328125,7.234375,7.234375,3.085976,949600
1978-10-19,7.234375,7.265625,7.1875,7.21875,3.079311,252800
1978-10-20,7.15625,7.15625,7.046875,7.0625,3.01266,702400
1978-10-23,7.0625,7.140625,6.96875,7.078125,3.019326,616000
1978-10-24,7.078125,7.140625,7.046875,7.046875,3.005994,336800
1978-10-25,7.046875,7.0625,6.90625,6.984375,2.979333,664800
1978-10-26,6.984375,7.015625,6.84375,6.84375,2.919347,426400
1978-10-27,6.84375,6.9375,6.6875,6.6875,2.852695,411200
1978-10-30,6.6875,7,6.609375,6.953125,2.966004,708800
1978-10-31,6.953125,7.109375,6.890625,6.90625,2.946007,895200
1978-11-1,7.140625,7.375,7.140625,7.375,3.145963,811200
1978-11-2,7.375,7.453125,7.296875,7.359375,3.1393,872800
1978-11-3,7.359375,7.390625,7.21875,7.3125,3.119304,545600
1978-11-6,7.28125,7.28125,7.015625,7.015625,2.992664,273600
1978-11-7,6.96875,6.96875,6.84375,6.953125,2.966004,398400
1978-11-8,6.953125,7,6.890625,7,2.985999,290400
1978-11-9,7,7.09375,7,7.03125,2.999329,432800
1978-11-10,7.03125,7.09375,7.015625,7.078125,3.019326,270400
1978-11-13,7.078125,7.078125,6.984375,6.984375,2.979333,234400
1978-11-14,6.984375,7.015625,6.9375,6.984375,2.979333,452800
1978-11-15,6.984375,7.109375,6.9375,6.9375,2.959339,596800
1978-11-16,6.9375,7.046875,6.9375,7.015625,2.992664,494400
1978-11-17,7.015625,7.03125,6.9375,6.96875,2.972667,357600
1978-11-20,6.96875,7.09375,6.953125,7.078125,3.019326,280000
1978-11-21,7.078125,7.109375,7,7.0625,3.01266,267200
1978-11-22,7.0625,7.078125,7.03125,7.046875,3.005994,180000
1978-11-24,7.046875,7.0625,7.015625,7.0625,3.01266,444800
1978-11-27,7.0625,7.125,7.03125,7.078125,3.019326,600800
1978-11-28,7.078125,7.125,7.0625,7.0625,3.01266,770400
1978-11-29,7.03125,7.03125,6.953125,6.984375,2.979333,364000
1978-11-30,6.984375,7.0625,6.875,7.0625,3.01266,504000
1978-12-1,7.171875,7.265625,7.171875,7.21875,3.079311,495200
1978-12-4,7.21875,7.234375,7.15625,7.234375,3.085976,456000
1978-12-5,7.234375,7.296875,7.203125,7.28125,3.105973,368800
1978-12-6,7.28125,7.46875,7.28125,7.28125,3.105973,1207200
1978-12-7,7.28125,7.328125,7.1875,7.1875,3.065981,372000
1978-12-8,7.171875,7.171875,7.0625,7.078125,3.019326,437600
1978-12-11,7.078125,7.171875,7.03125,7.125,3.039321,388800
1978-12-12,7.125,7.140625,7.03125,7.0625,3.01266,310400
1978-12-13,7.0625,7.078125,7,7.0625,3.01266,429600
1978-12-14,7.0625,7.078125,7.015625,7.078125,3.019326,159200
1978-12-15,7.078125,7.078125,7.015625,7.015625,2.992664,361600
1978-12-18,6.921875,6.921875,6.796875,6.875,2.932676,267200
1978-12-19,6.875,6.96875,6.84375,6.96875,2.972667,347200
1978-12-20,6.953125,6.953125,6.875,6.9375,2.959339,448800
1978-12-21,7,7.125,7,7.03125,2.999329,443200
1978-12-22,7.078125,7.25,7.078125,7.25,3.092642,564800
1978-12-26,7.25,7.359375,7.25,7.359375,3.1393,188800
1978-12-27,7.34375,7.34375,7.265625,7.28125,3.105973,158400
1978-12-28,7.28125,7.34375,7.265625,7.265625,3.099307,260000
1978-12-29,7.296875,7.359375,7.296875,7.34375,3.132632,216000
1979-1-2,7.34375,7.359375,7.203125,7.328125,3.125968,388800
1979-1-3,7.34375,7.484375,7.34375,7.46875,3.185953,332000
1979-1-4,7.46875,7.65625,7.453125,7.53125,3.212615,570400
1979-1-5,7.53125,7.578125,7.5,7.5,3.199285,947200
1979-1-8,7.5,7.5625,7.484375,7.546875,3.21928,472800
1979-1-9,7.546875,7.609375,7.53125,7.578125,3.232611,630400
1979-1-10,7.5625,7.5625,7.453125,7.5,3.199285,395200
1979-1-11,7.5,7.5,7.421875,7.5,3.199285,443200
1979-1-12,7.578125,7.6875,7.578125,7.625,3.252605,492800
1979-1-15,7.625,7.6875,7.625,7.671875,3.2726,320000
1979-1-16,7.640625,7.640625,7.546875,7.546875,3.21928,807200
1979-1-17,7.546875,7.609375,7.453125,7.59375,3.239276,464800
1979-1-18,7.59375,7.625,7.5625,7.609375,3.245942,287200
1979-1-19,7.609375,7.65625,7.5625,7.609375,3.245942,506400
1979-1-22,7.578125,7.578125,7.46875,7.546875,3.21928,611200
1979-1-23,7.546875,7.703125,7.53125,7.703125,3.285931,791200
1979-1-24,7.703125,7.75,7.6875,7.703125,3.285931,538400
1979-1-25,7.703125,7.765625,7.6875,7.75,3.305928,490400
1979-1-26,7.75,7.859375,7.75,7.8125,3.332587,672800
1979-1-29,7.8125,7.8125,7.75,7.78125,3.31926,301600
1979-1-30,7.78125,7.796875,7.6875,7.71875,3.292598,245600
1979-1-31,7.71875,7.75,7.578125,7.59375,3.239276,296800
1979-2-1,7.5625,7.5625,7.53125,7.5625,3.225945,224800
1979-2-2,7.5625,7.578125,7.5,7.546875,3.21928,284800
1979-2-5,7.484375,7.484375,7.4375,7.4375,3.172625,366400
1979-2-6,7.4375,7.46875,7.4375,7.46875,3.185953,232800
1979-2-7,7.453125,7.453125,7.3125,7.359375,3.1393,852000
1979-2-8,7.359375,7.375,7.328125,7.34375,3.132632,553600
1979-2-9,7.34375,7.40625,7.328125,7.328125,3.125968,486400
1979-2-12,7.328125,7.421875,7.328125,7.421875,3.165958,214400
1979-2-13,7.421875,7.5,7.421875,7.421875,3.165958,472800
1979-2-14,7.421875,7.484375,7.421875,7.453125,3.179288,371200
1979-2-15,7.4375,7.4375,7.40625,7.4375,3.172625,464000
1979-2-16,7.4375,7.4375,7.40625,7.40625,3.159292,268000
1979-2-20,7.421875,7.5,7.421875,7.5,3.199285,369600
1979-2-21,7.5,7.53125,7.453125,7.46875,3.185953,476000
1979-2-22,7.46875,7.515625,7.40625,7.40625,3.159292,456800
1979-2-23,7.421875,7.46875,7.421875,7.453125,3.179288,374400
1979-2-26,7.453125,7.484375,7.359375,7.390625,3.15263,806400
1979-2-27,7.390625,7.40625,7.21875,7.265625,3.099307,617600
1979-2-28,7.234375,7.234375,7.15625,7.21875,3.079311,580800
1979-3-1,7.21875,7.25,7.1875,7.25,3.092642,159200
1979-3-2,7.25,7.25,7.21875,7.234375,3.085976,106400
1979-3-5,7.28125,7.4375,7.28125,7.390625,3.15263,383200
1979-3-6,7.390625,7.390625,7.21875,7.28125,3.105973,260800
1979-3-7,7.28125,7.390625,7.265625,7.34375,3.132632,208000
1979-3-8,7.34375,7.484375,7.328125,7.484375,3.192617,684800
1979-3-9,7.484375,7.546875,7.46875,7.5,3.199285,215200
1979-3-12,7.5,7.5,7.390625,7.46875,3.185953,322400
1979-3-13,7.46875,7.53125,7.421875,7.453125,3.179288,312800
1979-3-14,7.453125,7.453125,7.390625,7.421875,3.165958,208000
1979-3-15,7.421875,7.46875,7.375,7.4375,3.172625,142400
1979-3-16,7.4375,7.515625,7.421875,7.5,3.199285,402400
1979-3-19,7.5,7.546875,7.4375,7.46875,3.185953,302400
1979-3-20,7.46875,7.484375,7.390625,7.421875,3.165958,368000
1979-3-21,7.421875,7.46875,7.40625,7.46875,3.185953,494400
1979-3-22,7.46875,7.53125,7.4375,7.5,3.199285,332000
1979-3-23,7.5,7.578125,7.46875,7.546875,3.21928,364000
1979-3-26,7.546875,7.625,7.5,7.578125,3.232611,390400
1979-3-27,7.578125,7.71875,7.578125,7.71875,3.292598,262400
1979-3-28,7.703125,7.703125,7.609375,7.609375,3.245942,1372800
1979-3-29,7.609375,7.609375,7.40625,7.453125,3.179288,574400
1979-3-30,7.453125,7.453125,7.40625,7.421875,3.165958,270400
1979-4-2,7.390625,7.390625,7.296875,7.328125,3.125968,460000
1979-4-3,7.328125,7.40625,7.28125,7.375,3.145963,438400
1979-4-4,7.375,7.453125,7.265625,7.3125,3.119304,728000
1979-4-5,7.3125,7.328125,7.28125,7.3125,3.119304,984000
1979-4-6,7.3125,7.359375,7.3125,7.34375,3.132632,584000
1979-4-9,7.34375,7.34375,7.25,7.265625,3.099307,309600
1979-4-10,7.265625,7.34375,7.234375,7.3125,3.119304,756800
1979-4-11,7.3125,7.34375,7.234375,7.265625,3.099307,575200
1979-4-12,7.234375,7.234375,7.0625,7.0625,3.01266,829600
1979-4-16,7.0625,7.140625,7.015625,7.125,3.039321,548000
1979-4-17,7.125,7.140625,7.0625,7.078125,3.019326,827200
1979-4-18,7.078125,7.09375,7.0625,7.078125,3.019326,537600
1979-4-19,7.078125,7.140625,7.0625,7.078125,3.019326,645600
1979-4-20,7.078125,7.109375,7.0625,7.09375,3.025991,736800
1979-4-23,7.09375,7.09375,7.0625,7.09375,3.025991,302400
1979-4-24,7.09375,7.109375,7.078125,7.078125,3.019326,992800
1979-4-25,7.078125,7.109375,7.0625,7.109375,3.032655,468000
1979-4-26,7.109375,7.109375,7.03125,7.03125,2.999329,760800
1979-4-27,7,7,6.859375,6.875,2.932676,654400
1979-4-30,6.875,6.90625,6.8125,6.875,2.932676,456000
1979-5-1,6.875,6.9375,6.875,6.921875,2.952674,400800
1979-5-2,6.921875,6.921875,6.859375,6.890625,2.939342,302400
1979-5-3,6.890625,6.921875,6.859375,6.875,2.932676,315200
1979-5-4,6.859375,6.859375,6.8125,6.828125,2.912683,631200
1979-5-7,6.75,6.75,6.640625,6.65625,2.839366,645600
1979-5-8,6.65625,6.78125,6.625,6.765625,2.886022,576000
1979-5-9,6.765625,6.8125,6.703125,6.765625,2.886022,673600
1979-5-10,6.765625,6.796875,6.71875,6.71875,2.866024,922400
1979-5-11,6.71875,6.8125,6.71875,6.796875,2.899352,692000
1979-5-14,6.78125,6.78125,6.71875,6.71875,2.866024,772800
1979-5-15,6.71875,6.796875,6.703125,6.75,2.879355,621600
1979-5-16,6.75,6.828125,6.75,6.78125,2.892686,395200
1979-5-17,6.8125,7,6.8125,7,2.985999,864000
1979-5-18,7,7,6.953125,6.96875,2.972667,333600
1979-5-21,6.96875,7.03125,6.953125,7.03125,2.999329,373600
1979-5-22,7.03125,7.09375,6.984375,7.09375,3.025991,272000
1979-5-23,7.09375,7.15625,7.078125,7.078125,3.019326,390400
1979-5-24,7.078125,7.078125,7,7.046875,3.005994,892000
1979-5-25,7.046875,7.046875,7,7.015625,2.992664,631200
1979-5-29,7.015625,7.03125,6.96875,6.984375,2.979333,555200
1979-5-30,6.984375,7,6.828125,6.84375,2.919347,857600
1979-5-31,6.84375,6.921875,6.8125,6.90625,2.946007,353600
1979-6-1,6.90625,6.90625,6.859375,6.90625,2.946007,292800
1979-6-4,6.90625,6.96875,6.875,6.953125,2.966004,275200
1979-6-5,6.953125,6.984375,6.921875,6.9375,2.959339,524000
1979-6-6,6.9375,7,6.890625,6.921875,2.952674,624000
1979-6-7,6.921875,6.984375,6.90625,6.96875,2.972667,548000
1979-6-8,6.96875,6.984375,6.875,6.875,2.932676,591200
1979-6-11,6.875,6.921875,6.859375,6.875,2.932676,684800
1979-6-12,6.890625,6.984375,6.890625,6.96875,2.972667,2286400
1979-6-13,6.96875,6.984375,6.875,6.90625,2.946007,1005600
1979-6-14,6.90625,6.953125,6.796875,6.859375,2.926013,999200
1979-6-15,6.859375,6.875,6.796875,6.8125,2.906017,797600
1979-6-18,6.8125,6.8125,6.65625,6.6875,2.852695,562400
1979-6-19,6.6875,6.71875,6.640625,6.703125,2.859361,525600
1979-6-20,6.703125,6.71875,6.671875,6.6875,2.852695,1075200
1979-6-21,6.6875,6.75,6.671875,6.734375,2.872691,1265600
1979-6-22,6.734375,6.765625,6.734375,6.75,2.879355,1192000
1979-6-25,6.75,6.765625,6.703125,6.734375,2.872691,515200
1979-6-26,6.734375,6.8125,6.703125,6.71875,2.866024,2142400
1979-6-27,6.71875,6.796875,6.6875,6.75,2.879355,738400
1979-6-28,6.765625,6.859375,6.765625,6.84375,2.919347,1668800
1979-6-29,6.84375,6.921875,6.84375,6.890625,2.939342,516000
1979-7-2,6.859375,6.859375,6.828125,6.828125,2.912683,435200
1979-7-3,6.828125,6.828125,6.796875,6.828125,2.912683,704000
1979-7-5,6.828125,6.828125,6.765625,6.8125,2.906017,221600
1979-7-6,6.8125,6.890625,6.8125,6.875,2.932676,394400
1979-7-9,6.875,6.96875,6.875,6.96875,2.972667,461600
